City,Region,Country,Latitude,Longitude,TimeZone,LocalTimeEpoch,LocalTime,LastUpdatedEpoch,LastUpdated,Temperature_C,Temperature_F,IsDay,ConditionText,ConditionIcon,WindMPH,WindKPH,WindDegree,WindDir,PressureMB,PressureIn,PrecipMM,PrecipIn,Humidity,Cloud,FeelsLike_C,FeelsLike_F,VisibilityKM,VisibilityMiles,UV,GustMPH,GustKPH
Fuquan,Guizhou,China,26.7,107.55,Asia/Shanghai,1699737612,2023-11-12 5:20,1699737300,2023-11-12 05:15,6.0,42.9,0,Moderate rain,//cdn.weatherapi.com/weather/64x64/night/302.png,5.6,9.0,24,NNE,1027.0,30.33,3.1,0.12,95,100,4.1,39.4,7.0,4.0,1.0,7.3,11.7
Fushun,Liaoning,China,41.7,123.88,Asia/Shanghai,1699737613,2023-11-12 5:20,1699737300,2023-11-12 05:15,-12.0,10.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,309,NW,1034.0,30.53,0.0,0.0,92,0,-14.1,6.6,10.0,6.0,1.0,2.6,4.2
Fuxin,Liaoning,China,42.02,121.66,Asia/Shanghai,1699737612,2023-11-12 5:20,1699737300,2023-11-12 05:15,-11.2,11.9,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,4.7,7.6,328,NNW,1034.0,30.54,0.0,0.0,79,30,-15.6,3.8,10.0,6.0,1.0,9.9,15.9
Fuyang,Anhui,China,32.9,115.82,Asia/Shanghai,1699737613,2023-11-12 5:20,1699737300,2023-11-12 05:15,3.3,38.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,5.6,9.0,352,N,1036.0,30.58,0.0,0.0,79,8,0.9,33.7,10.0,6.0,1.0,9.1,14.7
Fuyang,Anhui,China,32.9,115.82,Asia/Shanghai,1699737613,2023-11-12 5:20,1699737300,2023-11-12 05:15,3.3,38.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,5.6,9.0,352,N,1036.0,30.58,0.0,0.0,79,8,0.9,33.7,10.0,6.0,1.0,9.1,14.7
Fuying,Fujian,China,26.58,120.17,Asia/Shanghai,1699737613,2023-11-12 5:20,1699737300,2023-11-12 05:15,16.0,60.8,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,17.2,27.7,15,NNE,1025.0,30.26,0.02,0.0,84,88,16.0,60.8,10.0,6.0,1.0,28.7,46.2
Fuyuan,Anhui,China,31.46,117.19,Asia/Shanghai,1699737614,2023-11-12 5:20,1699737300,2023-11-12 05:15,6.0,42.8,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,9.4,15.1,330,NNW,1034.0,30.53,0.02,0.0,93,100,3.0,37.3,2.1,1.0,1.0,12.6,20.3
Fuzhou,Fujian,China,26.06,119.31,Asia/Shanghai,1699737614,2023-11-12 5:20,1699737300,2023-11-12 05:15,17.0,62.6,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,6.9,11.2,360,N,1023.0,30.21,0.0,0.0,88,100,17.0,62.6,10.0,6.0,1.0,4.7,7.6
Fuzhou,Fujian,China,26.06,119.31,Asia/Shanghai,1699737614,2023-11-12 5:20,1699737300,2023-11-12 05:15,17.0,62.6,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,6.9,11.2,360,N,1023.0,30.21,0.0,0.0,88,100,17.0,62.6,10.0,6.0,1.0,4.7,7.6
Gabasumdo,Qinghai,China,35.27,100.53,Asia/Shanghai,1699737614,2023-11-12 5:20,1699737300,2023-11-12 05:15,-2.5,27.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.7,4.3,353,N,1021.0,30.16,0.0,0.0,43,13,-4.0,24.7,10.0,6.0,1.0,4.6,7.4
Gaizhou,Liaoning,China,40.39,122.37,Asia/Shanghai,1699737614,2023-11-12 5:20,1699737300,2023-11-12 05:15,-4.4,24.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,7.2,11.5,18,NNE,1034.0,30.53,0.0,0.0,64,22,-9.1,15.7,10.0,6.0,1.0,9.4,15.2
Gangwuzhen,Guizhou,China,25.97,105.33,Asia/Shanghai,1699737614,2023-11-12 5:20,1699737300,2023-11-12 05:15,12.2,54.0,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,4.9,7.9,63,ENE,1020.0,30.12,0.08,0.0,97,100,11.7,53.0,2.0,1.0,1.0,7.5,12.1
Ganjing,Shaanxi,China,34.7,108.07,Asia/Shanghai,1699737614,2023-11-12 5:20,1699737300,2023-11-12 05:15,-1.4,29.4,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,4.9,7.9,347,NNW,1040.0,30.71,0.0,0.0,50,85,-4.4,24.1,10.0,6.0,1.0,9.1,14.7
Gannan,Heilongjiang,China,47.91,123.5,Asia/Shanghai,1699737571,2023-11-12 5:19,1699737300,2023-11-12 05:15,-14.3,6.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,8.1,13.0,301,WNW,1032.0,30.49,0.0,0.0,79,3,-21.4,-6.6,10.0,6.0,1.0,16.9,27.2
Ganzhou,Jiangxi,China,25.85,114.93,Asia/Shanghai,1699737615,2023-11-12 5:20,1699737300,2023-11-12 05:15,13.2,55.7,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,8.1,13.0,351,N,1026.0,30.3,0.11,0.0,90,100,12.0,53.7,10.0,6.0,1.0,9.8,15.8
Gaobeidian,Hebei,China,39.32,115.85,Asia/Shanghai,1699737615,2023-11-12 5:20,1699737300,2023-11-12 05:15,-1.5,29.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.7,4.3,328,NNW,1036.0,30.6,0.0,0.0,30,0,-2.9,26.7,10.0,6.0,1.0,5.6,9.1
Gaoguzhuang,Hebei,China,37.84,115.52,Asia/Shanghai,1699737615,2023-11-12 5:20,1699737300,2023-11-12 05:15,0.1,32.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.9,4.7,286,WNW,1036.0,30.6,0.0,0.0,49,2,-1.4,29.5,10.0,6.0,1.0,6.0,9.7
Gaolincun,Hebei,China,39.09,115.65,Asia/Shanghai,1699737614,2023-11-12 5:20,1699737300,2023-11-12 05:15,-1.4,29.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.6,5.8,11,NNE,1036.0,30.6,0.0,0.0,41,0,-3.6,25.6,10.0,6.0,1.0,7.5,12.1
Gaomi,Shandong,China,36.38,119.75,Asia/Shanghai,1699737615,2023-11-12 5:20,1699737300,2023-11-12 05:15,0.4,32.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,8.7,14.0,292,WNW,1034.0,30.53,0.0,0.0,52,0,-3.7,25.3,10.0,6.0,1.0,16.1,25.9
Gaoniang,Guizhou,China,26.84,109.18,Asia/Shanghai,1699737615,2023-11-12 5:20,1699737300,2023-11-12 05:15,5.2,41.4,0,Light rain,//cdn.weatherapi.com/weather/64x64/night/296.png,4.9,7.9,24,NNE,1030.0,30.42,1.59,0.06,95,100,3.4,38.2,9.0,5.0,1.0,5.9,9.4
Gaoping,Sichuan,China,30.45,105.72,Asia/Shanghai,1699737616,2023-11-12 5:20,1699737300,2023-11-12 05:15,13.1,55.6,0,Light rain,//cdn.weatherapi.com/weather/64x64/night/296.png,13.2,21.2,14,NNE,1025.0,30.26,1.01,0.04,74,100,11.2,52.2,9.0,5.0,1.0,17.7,28.4
Gaoping,Sichuan,China,30.45,105.72,Asia/Shanghai,1699737616,2023-11-12 5:20,1699737300,2023-11-12 05:15,13.1,55.6,0,Light rain,//cdn.weatherapi.com/weather/64x64/night/296.png,13.2,21.2,14,NNE,1025.0,30.26,1.01,0.04,74,100,11.2,52.2,9.0,5.0,1.0,17.7,28.4
Gaotan,Anhui,China,30.38,117.45,Asia/Shanghai,1699737616,2023-11-12 5:20,1699737300,2023-11-12 05:15,8.2,46.8,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,8.1,13.0,10,N,1033.0,30.49,0.13,0.0,90,100,6.0,42.9,10.0,6.0,1.0,12.2,19.6
Gaoya,Ningxia,China,36.83,105.98,Asia/Shanghai,1699737616,2023-11-12 5:20,1699737300,2023-11-12 05:15,-3.9,25.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,1,N,1042.0,30.76,0.0,0.0,40,0,-3.9,25.0,10.0,6.0,1.0,2.0,3.2
Gaoyou,Jiangsu,China,32.79,119.43,Asia/Shanghai,1699737616,2023-11-12 5:20,1699737300,2023-11-12 05:15,7.1,44.7,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,10.3,16.6,338,NNW,1033.0,30.49,0.0,0.0,71,93,4.1,39.3,10.0,6.0,1.0,14.0,22.6
Gaozhou,Guangdong,China,21.92,110.87,Asia/Shanghai,1699737573,2023-11-12 5:19,1699737300,2023-11-12 05:15,23.7,74.6,0,Light rain shower,//cdn.weatherapi.com/weather/64x64/night/353.png,4.3,6.8,90,E,1017.0,30.04,0.28,0.01,91,78,26.0,78.8,10.0,6.0,5.0,6.7,10.8
Garaina,Garaina,Papua New Guinea,-7.87,147.1,Pacific/Port_Moresby,1699737617,2023-11-12 7:20,1699737300,2023-11-12 07:15,15.2,59.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,2.2,3.6,83,E,1017.0,30.02,0.0,0.0,67,5,15.2,59.4,10.0,6.0,5.0,1.1,1.7
Gengzhuangqiao,Hebei,China,37.44,114.98,Asia/Shanghai,1699737616,2023-11-12 5:20,1699737300,2023-11-12 05:15,0.7,33.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,257,WSW,1036.0,30.6,0.0,0.0,71,0,0.7,33.2,10.0,6.0,1.0,3.2,5.1
Genhe,Nei Mongol,China,50.78,121.52,Asia/Shanghai,1699737616,2023-11-12 5:20,1699737300,2023-11-12 05:15,-21.6,-6.9,0,Freezing fog,//cdn.weatherapi.com/weather/64x64/night/260.png,2.7,4.3,260,W,1038.0,30.66,0.0,0.0,99,96,-25.5,-13.9,0.0,0.0,1.0,5.6,9.1
Gexianzhuang,Hebei,China,37.07,115.66,Asia/Shanghai,1699737616,2023-11-12 5:20,1699737300,2023-11-12 05:15,0.4,32.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,21,NNE,1036.0,30.6,0.0,0.0,47,0,0.4,32.7,10.0,6.0,1.0,3.6,5.8
Nawe Ghulja,Daykondi,Afghanistan,33.98,66.54,Asia/Kabul,1699737616,2023-11-12 1:50,1699737300,2023-11-12 01:45,6.7,44.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,322,NW,1024.0,30.23,0.0,0.0,21,8,6.7,44.0,10.0,6.0,1.0,3.3,5.3
Golmud,Qinghai,China,36.37,94.92,Asia/Shanghai,1699737617,2023-11-12 5:20,1699737300,2023-11-12 05:15,15.6,60.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,5.6,9.0,90,E,1025.0,30.27,0.0,0.0,26,0,15.6,60.1,16.0,9.0,1.0,19.0,30.6
Gonghe,Zhejiang,China,28.62,121.34,Asia/Shanghai,1699737617,2023-11-12 5:20,1699737300,2023-11-12 05:15,14.0,57.3,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,7.8,12.6,342,NNW,1026.0,30.31,0.1,0.0,92,100,13.1,55.6,10.0,6.0,1.0,12.0,19.3
Gonglang,Yunnan,China,24.9,100.33,Asia/Shanghai,1699737618,2023-11-12 5:20,1699737300,2023-11-12 05:15,13.1,55.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,282,WNW,1020.0,30.11,0.0,0.0,91,13,13.1,55.6,10.0,6.0,1.0,2.3,3.6
Gongyefu,Nei Mongol,China,41.9,118.53,Asia/Shanghai,1699737617,2023-11-12 5:20,1699737300,2023-11-12 05:15,-10.8,12.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.5,7.2,270,W,1037.0,30.63,0.0,0.0,80,17,-15.1,4.8,10.0,6.0,1.0,9.2,14.8
Gongzhuling,Jilin,China,43.51,124.81,Asia/Shanghai,1699737618,2023-11-12 5:20,1699737300,2023-11-12 05:15,-13.0,8.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,6.9,11.2,210,SSW,1031.0,30.45,0.0,0.0,78,0,-17.6,0.3,10.0,6.0,1.0,9.4,15.1
Guangan,Sichuan,China,30.47,106.6,Asia/Shanghai,1699737617,2023-11-12 5:20,1699737300,2023-11-12 05:15,13.0,55.4,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,5.6,9.0,66,ENE,1024.0,30.22,0.0,0.0,82,83,12.4,54.3,10.0,6.0,1.0,8.3,13.3
Guangming,Hunan,China,25.73,111.67,Asia/Shanghai,1699737617,2023-11-12 5:20,1699737300,2023-11-12 05:15,9.1,48.3,0,Light drizzle,//cdn.weatherapi.com/weather/64x64/night/266.png,5.6,9.0,14,NNE,1029.0,30.38,0.19,0.01,89,100,7.7,45.9,2.0,1.0,1.0,6.4,10.4
Guangping,Hunan,China,26.79,109.62,Asia/Shanghai,1699737618,2023-11-12 5:20,1699737300,2023-11-12 05:15,6.3,43.4,0,Light rain,//cdn.weatherapi.com/weather/64x64/night/296.png,5.6,9.0,13,NNE,1030.0,30.42,1.6,0.06,95,100,4.5,40.0,9.0,5.0,1.0,6.7,10.8
Guangshui,Hubei,China,31.62,113.82,Asia/Shanghai,1699737618,2023-11-12 5:20,1699737300,2023-11-12 05:15,2.6,36.7,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,6.3,10.1,8,N,1035.0,30.57,0.0,0.0,88,14,-0.2,31.6,10.0,6.0,1.0,10.6,17.1
Guangyuan,Sichuan,China,32.44,105.82,Asia/Shanghai,1699737617,2023-11-12 5:20,1699737300,2023-11-12 05:15,8.6,47.5,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,7.4,11.9,9,N,1029.0,30.39,0.02,0.0,79,95,6.7,44.0,10.0,6.0,1.0,8.8,14.2
Guangzhou,Guangdong,China,23.12,113.25,Asia/Shanghai,1699737618,2023-11-12 5:20,1699737300,2023-11-12 05:15,21.0,69.8,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,13.6,22.0,360,N,1020.0,30.12,0.03,0.0,83,75,21.0,69.8,10.0,6.0,1.0,15.2,24.5
Guankou,Guizhou,China,25.9,104.54,Asia/Shanghai,1699737619,2023-11-12 5:20,1699737300,2023-11-12 05:15,8.9,48.0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,2.2,3.6,109,ESE,1019.0,30.09,0.06,0.0,93,79,8.9,48.0,10.0,6.0,1.0,3.8,6.0
Guankou,Guizhou,China,25.9,104.54,Asia/Shanghai,1699737619,2023-11-12 5:20,1699737300,2023-11-12 05:15,8.9,48.0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,2.2,3.6,109,ESE,1019.0,30.09,0.06,0.0,93,79,8.9,48.0,10.0,6.0,1.0,3.8,6.0
Guantingzhan,Hebei,China,40.22,115.61,Asia/Shanghai,1699737619,2023-11-12 5:20,1699737300,2023-11-12 05:15,-5.8,21.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,10.1,16.2,294,WNW,1039.0,30.69,0.0,0.0,38,1,-11.9,10.7,10.0,6.0,1.0,12.6,20.3
Guanzhai,Fujian,China,23.88,117.26,Asia/Shanghai,1699737619,2023-11-12 5:20,1699737300,2023-11-12 05:15,19.4,66.9,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,4.3,6.8,43,NE,1021.0,30.15,0.0,0.0,80,92,19.4,66.9,10.0,6.0,1.0,5.3,8.6
Gucheng,Hubei,China,32.26,111.65,Asia/Shanghai,1699737619,2023-11-12 5:20,1699737300,2023-11-12 05:15,4.4,40.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.7,4.3,292,WNW,1036.0,30.6,0.0,0.0,89,25,3.7,38.7,10.0,6.0,1.0,4.6,7.3
Guding,Guangxi,China,24.96,109.25,Asia/Shanghai,1699737618,2023-11-12 5:20,1699737300,2023-11-12 05:15,12.8,55.0,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,8.9,14.4,24,NNE,1023.0,30.22,0.0,0.0,90,100,11.4,52.6,10.0,6.0,1.0,11.7,18.8
Guigang,Guangxi,China,23.1,109.61,Asia/Shanghai,1699737619,2023-11-12 5:20,1699737300,2023-11-12 05:15,18.9,66.0,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,6.9,11.2,9,N,1019.0,30.1,0.06,0.0,89,100,18.9,66.0,10.0,6.0,1.0,9.1,14.7
Guilin,Guangxi,China,25.28,110.28,Asia/Shanghai,1699737618,2023-11-12 5:20,1699737300,2023-11-12 05:15,12.0,53.6,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,9.4,15.1,70,ENE,1026.0,30.3,0.0,0.0,82,100,10.0,50.1,10.0,6.0,1.0,14.4,23.2
Guiping,Zhejiang,China,27.5,119.78,Asia/Shanghai,1699737619,2023-11-12 5:20,1699737300,2023-11-12 05:15,11.5,52.8,0,Fog,//cdn.weatherapi.com/weather/64x64/night/248.png,3.4,5.4,17,NNE,1025.0,30.28,0.02,0.0,97,100,11.4,52.5,0.0,0.0,1.0,4.4,7.1
Guixi,Anhui,China,29.79,117.6,Asia/Shanghai,1699737576,2023-11-12 5:19,1699737300,2023-11-12 05:15,9.8,49.7,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,5.1,8.3,27,NNE,1030.0,30.42,0.01,0.0,90,100,8.8,47.8,10.0,6.0,1.0,6.9,11.1
Guiyang,Guizhou,China,26.58,106.72,Asia/Shanghai,1699737620,2023-11-12 5:20,1699737300,2023-11-12 05:15,9.0,48.2,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,11.9,19.1,50,NE,1025.0,30.27,1.61,0.06,87,100,7.0,44.5,10.0,6.0,1.0,9.4,15.0
Gujiao,Shanxi,China,35.61,111.13,Asia/Shanghai,1699737620,2023-11-12 5:20,1699737300,2023-11-12 05:15,0.6,33.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.7,4.3,267,W,1039.0,30.68,0.0,0.0,33,0,-0.6,30.9,10.0,6.0,1.0,5.0,8.1
Guliston,Toshkent,Uzbekistan,40.49,68.78,Asia/Tashkent,1699737619,2023-11-12 2:20,1699737300,2023-11-12 02:15,10.6,51.1,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,3.6,5.8,46,NE,1030.0,30.42,0.0,0.0,80,44,10.3,50.5,10.0,6.0,1.0,5.1,8.1
Gulou,Zhejiang,China,27.94,119.74,Asia/Shanghai,1699737620,2023-11-12 5:20,1699737300,2023-11-12 05:15,10.9,51.7,0,Fog,//cdn.weatherapi.com/weather/64x64/night/248.png,3.1,5.0,34,NE,1027.0,30.33,0.02,0.0,99,100,10.8,51.5,0.0,0.0,1.0,3.6,5.8
Gumalang,Davao City,Philippines,7.21,125.4,Asia/Manila,1699737621,2023-11-12 5:20,1699737300,2023-11-12 05:15,25.0,77.0,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,3.8,6.1,340,NNW,1011.0,29.85,0.0,0.0,100,25,27.7,81.8,10.0,6.0,1.0,9.6,15.4
Guotang,Guangdong,China,23.32,113.23,Asia/Shanghai,1699737621,2023-11-12 5:20,1699737300,2023-11-12 05:15,21.0,69.8,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,13.6,22.0,360,N,1020.0,30.12,0.27,0.01,83,75,21.0,69.8,10.0,6.0,1.0,13.4,21.5
Guozhen,Shaanxi,China,34.35,107.38,Asia/Shanghai,1699737620,2023-11-12 5:20,1699737300,2023-11-12 05:15,-1.9,28.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,268,W,1040.0,30.7,0.0,0.0,62,7,-2.7,27.1,10.0,6.0,1.0,4.2,6.8
Gutao,Iloilo,Philippines,11.03,122.68,Asia/Manila,1699737621,2023-11-12 5:20,1699737300,2023-11-12 05:15,24.5,76.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,5.8,9.4,358,N,1011.0,29.86,0.0,0.0,90,21,27.0,80.6,10.0,6.0,1.0,10.7,17.2
Guying,Anhui,China,32.49,116.17,Asia/Shanghai,1699737621,2023-11-12 5:20,1699737300,2023-11-12 05:15,4.6,40.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,7.4,11.9,347,NNW,1035.0,30.56,0.0,0.0,77,11,1.8,35.2,10.0,6.0,1.0,11.1,17.9
Guyuan,Ningxia,China,36.01,106.28,Asia/Shanghai,1699737621,2023-11-12 5:20,1699737300,2023-11-12 05:15,-4.5,23.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,303,WNW,1041.0,30.74,0.0,0.0,41,0,-4.5,23.9,10.0,6.0,1.0,1.8,2.8
Guzhou,Guizhou,China,25.93,108.52,Asia/Shanghai,1699737621,2023-11-12 5:20,1699737300,2023-11-12 05:15,10.5,50.8,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,4.9,7.9,51,NE,1026.0,30.3,0.14,0.01,93,100,9.6,49.2,10.0,6.0,1.0,5.7,9.1
Gyangze,Xizang,China,28.95,89.63,Asia/Shanghai,1699737622,2023-11-12 5:20,1699737300,2023-11-12 05:15,-5.8,21.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.3,6.8,162,SSE,1023.0,30.21,0.0,0.0,79,11,-9.1,15.5,10.0,6.0,1.0,7.7,12.3
Gyegu,Qinghai,China,33.02,96.73,Asia/Shanghai,1699737621,2023-11-12 5:20,1699737300,2023-11-12 05:15,-5.9,21.4,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,2.2,3.6,271,W,1021.0,30.14,0.0,0.0,80,35,-5.9,21.3,10.0,6.0,1.0,3.2,5.1
Gyumai,Qinghai,China,33.37,99.6,Asia/Shanghai,1699737620,2023-11-12 5:20,1699737300,2023-11-12 05:15,-5.5,22.1,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,2.2,3.6,270,W,1022.0,30.17,0.0,0.0,76,26,-6.9,19.5,10.0,6.0,1.0,3.8,6.1
Haian,Jiangsu,China,32.54,120.45,Asia/Shanghai,1699737621,2023-11-12 5:20,1699737300,2023-11-12 05:15,7.6,45.6,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,12.8,20.5,337,NNW,1032.0,30.47,0.01,0.0,84,100,4.2,39.6,10.0,6.0,1.0,17.6,28.4
Haicheng,Liaoning,China,40.85,122.74,Asia/Shanghai,1699737622,2023-11-12 5:20,1699737300,2023-11-12 05:15,-5.9,21.4,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,5.4,8.6,348,NNW,1034.0,30.53,0.0,0.0,67,22,-9.9,14.2,10.0,6.0,1.0,7.4,11.9
Haikou,Hainan,China,20.05,110.34,Asia/Shanghai,1699737621,2023-11-12 5:20,1699737300,2023-11-12 05:15,25.0,77.0,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,6.9,11.2,80,E,1015.0,29.97,0.83,0.03,100,50,27.6,81.8,10.0,6.0,1.0,17.1,27.5
Hailin,Heilongjiang,China,44.58,129.42,Asia/Shanghai,1699737622,2023-11-12 5:20,1699737300,2023-11-12 05:15,-22.1,-7.9,0,Freezing fog,//cdn.weatherapi.com/weather/64x64/night/260.png,3.4,5.4,261,W,1033.0,30.51,0.0,0.0,98,36,-27.0,-16.7,0.0,0.0,1.0,7.0,11.3
Hailun,Heilongjiang,China,47.45,126.93,Asia/Shanghai,1699737622,2023-11-12 5:20,1699737300,2023-11-12 05:15,-17.1,1.1,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,2.5,4.0,287,WNW,1031.0,30.45,0.0,0.0,94,1,-20.2,-4.3,2.0,1.0,1.0,5.2,8.3
Haiwei,Guangdong,China,20.44,109.94,Asia/Shanghai,1699737622,2023-11-12 5:20,1699737300,2023-11-12 05:15,24.8,76.6,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,11.9,19.1,76,ENE,1016.0,30.0,0.43,0.02,87,79,27.2,80.9,9.0,5.0,5.0,19.1,30.7
Haiyang,Hebei,China,39.96,119.53,Asia/Shanghai,1699737622,2023-11-12 5:20,1699737300,2023-11-12 05:15,-1.8,28.8,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,7.2,11.5,4,N,1034.0,30.55,0.0,0.0,40,40,-5.8,21.5,10.0,6.0,1.0,12.4,20.0
Hala,Balochistan,Pakistan,25.82,68.42,Asia/Karachi,1699737623,2023-11-12 2:20,1699737300,2023-11-12 02:15,22.3,72.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.8,6.1,57,ENE,1017.0,30.04,0.0,0.0,25,0,22.8,73.1,10.0,6.0,1.0,8.0,12.9
Hancha,Shaanxi,China,37.88,109.49,Asia/Shanghai,1699737579,2023-11-12 5:19,1699737300,2023-11-12 05:15,-4.0,24.8,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,9.2,14.8,346,NNW,1042.0,30.78,0.0,0.0,21,0,-9.3,15.2,10.0,6.0,1.0,14.7,23.7
Hancheng,Shaanxi,China,32.7,108.43,Asia/Shanghai,1699737623,2023-11-12 5:20,1699737300,2023-11-12 05:15,4.5,40.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,2.9,4.7,130,SE,1036.0,30.59,0.0,0.0,94,80,3.7,38.7,2.0,1.0,1.0,3.4,5.4
Hanchuan,Hubei,China,30.65,113.77,Asia/Shanghai,1699737623,2023-11-12 5:20,1699737300,2023-11-12 05:15,6.0,42.8,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,9.4,15.1,10,N,1034.0,30.53,0.0,0.0,87,50,2.3,36.1,7.0,4.0,1.0,17.2,27.6
Hancun,Henan,China,35.91,115.02,Asia/Shanghai,1699737623,2023-11-12 5:20,1699737300,2023-11-12 05:15,1.4,34.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.5,4.0,15,NNE,1036.0,30.6,0.0,0.0,67,4,0.5,33.0,10.0,6.0,1.0,4.7,7.6
Handan,Hebei,China,36.57,114.53,Asia/Shanghai,1699737623,2023-11-12 5:20,1699737300,2023-11-12 05:15,1.9,35.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,196,SSW,1036.0,30.6,0.0,0.0,69,0,1.9,35.5,10.0,6.0,1.0,0.8,1.3
Hangu,Tianjin,China,39.25,117.79,Asia/Shanghai,1699737622,2023-11-12 5:20,1699737300,2023-11-12 05:15,-1.0,30.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.3,6.8,330,NNW,1036.0,30.59,0.0,0.0,43,0,-5.1,22.9,10.0,6.0,1.0,13.8,22.2
Hangzhou,Zhejiang,China,30.26,120.17,Asia/Shanghai,1699737622,2023-11-12 5:20,1699737300,2023-11-12 05:15,11.0,51.8,0,Light rain,//cdn.weatherapi.com/weather/64x64/night/296.png,6.9,11.2,360,N,1030.0,30.42,0.57,0.02,100,75,9.2,48.5,5.0,3.0,1.0,12.7,20.4
