City,Region,Country,Latitude,Longitude,TimeZone,LocalTimeEpoch,LocalTime,LastUpdatedEpoch,LastUpdated,Temperature_C,Temperature_F,IsDay,ConditionText,ConditionIcon,WindMPH,WindKPH,WindDegree,WindDir,PressureMB,PressureIn,PrecipMM,PrecipIn,Humidity,Cloud,FeelsLike_C,FeelsLike_F,VisibilityKM,VisibilityMiles,UV,GustMPH,GustKPH
Lycksele,Vasterbottens Lan,Sweden,64.6,18.67,Europe/Stockholm,1699818787,2023-11-12 20:53,1699818300,2023-11-12 20:45,-6.0,21.2,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,10.5,16.9,350,N,1014.0,29.94,0.11,0.0,93,100,-11.2,11.8,10.0,6.0,1.0,11.7,18.8
Malmo,Skane Lan,Sweden,55.6,13.0,Europe/Stockholm,1699818788,2023-11-12 20:53,1699818300,2023-11-12 20:45,6.0,42.8,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,5.6,9.0,90,E,1007.0,29.74,0.09,0.0,87,100,2.9,37.2,10.0,6.0,1.0,14.1,22.7
Mariestad,Vastra Gotaland,Sweden,58.7,13.82,Europe/Stockholm,1699818787,2023-11-12 20:53,1699818300,2023-11-12 20:45,-0.3,31.4,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,3.6,5.8,12,NNE,1009.0,29.8,0.0,0.0,94,34,-2.3,27.9,10.0,6.0,1.0,6.3,10.1
Marsta,Stockholms Lan,Sweden,59.62,17.85,Europe/Stockholm,1699818787,2023-11-12 20:53,1699818300,2023-11-12 20:45,1.0,33.8,0,Light rain,//cdn.weatherapi.com/weather/64x64/night/296.png,11.9,19.1,320,NW,1005.0,29.68,0.01,0.0,100,100,-3.0,26.6,2.3,1.0,1.0,11.7,18.9
Mjolby,Ostergotlands Lan,Sweden,58.32,15.13,Europe/Stockholm,1699818787,2023-11-12 20:53,1699818300,2023-11-12 20:45,1.0,33.8,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,5.6,9.0,340,NNW,1008.0,29.77,0.0,0.0,93,100,-1.9,28.7,10.0,6.0,1.0,7.8,12.6
Molndal,Vastra Gotaland,Sweden,57.65,12.02,Europe/Stockholm,1699818788,2023-11-12 20:53,1699818300,2023-11-12 20:45,5.0,41.0,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,6.9,11.2,50,NE,1008.0,29.77,0.0,0.0,93,100,2.7,36.9,10.0,6.0,1.0,10.1,16.2
Molnlycke,Vastra Gotaland,Sweden,57.65,12.13,Europe/Stockholm,1699818788,2023-11-12 20:53,1699818300,2023-11-12 20:45,4.0,39.2,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,5.6,9.0,40,NE,1007.0,29.74,0.0,0.0,93,75,1.5,34.8,10.0,6.0,1.0,10.1,16.2
Moradabad,Uttar Pradesh,India,28.83,78.78,Asia/Kolkata,1699818788,2023-11-13 1:23,1699818300,2023-11-13 01:15,18.3,64.9,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.1,5.0,334,NNW,1017.0,30.02,0.0,0.0,47,0,18.3,64.9,10.0,6.0,1.0,6.6,10.6
Motala,Ostergotlands Lan,Sweden,58.55,15.05,Europe/Stockholm,1699818788,2023-11-12 20:53,1699818300,2023-11-12 20:45,1.0,33.8,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,5.6,9.0,340,NNW,1008.0,29.77,0.0,0.0,93,100,-2.2,28.0,10.0,6.0,1.0,8.9,14.3
Nassjo,Jonkopings Lan,Sweden,57.65,14.68,Europe/Stockholm,1699818788,2023-11-12 20:53,1699818300,2023-11-12 20:45,3.0,37.4,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,6.9,11.2,40,NE,1007.0,29.74,0.0,0.0,100,100,0.6,33.1,10.0,6.0,1.0,7.4,12.0
Nodinge-Nol,Vastra Gotaland,Sweden,57.9,12.07,Europe/Stockholm,1699818788,2023-11-12 20:53,1699818300,2023-11-12 20:45,5.0,41.0,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,6.9,11.2,50,NE,1008.0,29.77,0.0,0.0,93,100,2.3,36.1,10.0,6.0,1.0,11.9,19.2
Norrkoping,Ostergotlands Lan,Sweden,58.6,16.18,Europe/Stockholm,1699818789,2023-11-12 20:53,1699818300,2023-11-12 20:45,2.0,35.6,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,6.9,11.2,300,WNW,1007.0,29.74,0.0,0.0,93,100,-1.1,30.0,10.0,6.0,1.0,9.5,15.3
Norrtalje,Stockholms Lan,Sweden,59.77,18.7,Europe/Stockholm,1699818789,2023-11-12 20:53,1699818300,2023-11-12 20:45,1.0,33.8,0,Light rain,//cdn.weatherapi.com/weather/64x64/night/296.png,11.9,19.1,320,NW,1005.0,29.68,0.02,0.0,100,100,-3.0,26.6,2.3,1.0,1.0,12.4,19.9
Nybro,Kalmar Lan,Sweden,56.75,15.9,Europe/Stockholm,1699818789,2023-11-12 20:53,1699818300,2023-11-12 20:45,3.0,37.4,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,4.3,6.8,310,NW,1007.0,29.74,0.0,0.0,100,100,1.7,35.0,10.0,6.0,1.0,5.0,8.0
Nykoping,Sodermanlands Lan,Sweden,58.75,17.0,Europe/Stockholm,1699818789,2023-11-12 20:53,1699818300,2023-11-12 20:45,2.0,35.6,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,8.1,13.0,320,NW,1006.0,29.71,0.0,0.0,93,75,-1.6,29.2,10.0,6.0,1.0,11.3,18.2
Nynashamn,Stockholms Lan,Sweden,58.9,17.95,Europe/Stockholm,1699818746,2023-11-12 20:52,1699818300,2023-11-12 20:45,3.0,37.4,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,10.5,16.9,320,NW,1006.0,29.71,0.03,0.0,100,75,-1.8,28.8,10.0,6.0,1.0,19.6,31.6
Orebro,Orebro Lan,Sweden,59.28,15.22,Europe/Stockholm,1699818788,2023-11-12 20:53,1699818300,2023-11-12 20:45,1.0,33.8,0,Light snow,//cdn.weatherapi.com/weather/64x64/night/326.png,6.9,11.2,350,N,1008.0,29.77,0.0,0.0,93,75,-1.3,29.6,10.0,6.0,1.0,7.0,11.3
Orkelljunga,Skane Lan,Sweden,56.28,13.28,Europe/Stockholm,1699818790,2023-11-12 20:53,1699818300,2023-11-12 20:45,4.0,39.2,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,2.5,4.0,80,E,1007.0,29.74,0.04,0.0,100,25,2.4,36.3,10.0,6.0,1.0,7.1,11.4
Ornskoldsvik,Vasternorrlands Lan,Sweden,63.3,18.72,Europe/Stockholm,1699818790,2023-11-12 20:53,1699818300,2023-11-12 20:45,-2.0,28.4,0,Light snow,//cdn.weatherapi.com/weather/64x64/night/326.png,10.5,16.9,10,N,1011.0,29.85,0.44,0.02,93,0,-9.3,15.2,2.5,1.0,1.0,26.4,42.5
Oskarshamn,Kalmar Lan,Sweden,57.27,16.43,Europe/Stockholm,1699818790,2023-11-12 20:53,1699818300,2023-11-12 20:45,3.0,37.4,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,4.3,6.8,310,NW,1007.0,29.74,0.0,0.0,100,100,-0.1,31.7,10.0,6.0,1.0,10.5,17.0
Ostersund,Jamtlands Lan,Sweden,63.18,14.65,Europe/Stockholm,1699818790,2023-11-12 20:53,1699818300,2023-11-12 20:45,-5.0,23.0,0,Light snow,//cdn.weatherapi.com/weather/64x64/night/326.png,4.3,6.8,30,NNE,1011.0,29.85,0.13,0.01,93,100,-9.5,14.8,6.0,3.0,1.0,10.2,16.4
Oxelosund,Sodermanlands Lan,Sweden,58.67,17.1,Europe/Stockholm,1699818789,2023-11-12 20:53,1699818300,2023-11-12 20:45,2.0,35.6,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,8.1,13.0,320,NW,1006.0,29.71,0.01,0.0,93,75,-2.5,27.5,10.0,6.0,1.0,15.9,25.6
Pitea,Norrbottens Lan,Sweden,65.33,21.5,Europe/Stockholm,1699818790,2023-11-12 20:53,1699818300,2023-11-12 20:45,-8.0,17.6,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,8.1,13.0,10,N,1017.0,30.03,0.08,0.0,92,75,-14.6,5.8,10.0,6.0,1.0,14.6,23.4
Ronneby,Blekinge Lan,Sweden,56.2,15.3,Europe/Stockholm,1699818790,2023-11-12 20:53,1699818300,2023-11-12 20:45,4.0,39.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,2.2,3.6,10,N,1007.0,29.74,0.01,0.0,100,0,1.5,34.6,10.0,6.0,1.0,9.3,14.9
Saffle,Varmlands Lan,Sweden,59.13,12.9,Europe/Stockholm,1699818790,2023-11-12 20:53,1699818300,2023-11-12 20:45,0.0,32.0,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,8.1,13.0,360,N,1009.0,29.8,0.0,0.0,93,100,-4.2,24.5,10.0,6.0,1.0,12.0,19.4
Salalah,Zufar,Oman,17.02,54.08,Asia/Muscat,1699818790,2023-11-12 23:53,1699818300,2023-11-12 23:45,27.0,80.6,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,3.8,6.1,250,WSW,1017.0,30.03,0.0,0.0,74,0,28.8,83.8,10.0,6.0,1.0,3.9,6.2
Saltsjobaden,Stockholms Lan,Sweden,59.28,18.3,Europe/Stockholm,1699818790,2023-11-12 20:53,1699818300,2023-11-12 20:45,3.0,37.4,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,10.5,16.9,320,NW,1006.0,29.71,0.05,0.0,100,75,-1.0,30.3,10.0,6.0,1.0,14.9,24.0
Sandviken,Gavleborgs Lan,Sweden,60.62,16.77,Europe/Stockholm,1699818791,2023-11-12 20:53,1699818300,2023-11-12 20:45,1.0,33.8,0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/night/176.png,8.1,13.0,344,NNW,1009.0,29.79,0.01,0.0,95,100,-2.8,27.0,10.0,6.0,1.0,11.2,18.0
Saterare,Chihuahua,Mexico,27.57,-107.01,America/Chihuahua,1699818790,2023-11-12 13:53,1699818300,2023-11-12 13:45,10.7,51.3,1,Thundery outbreaks possible,//cdn.weatherapi.com/weather/64x64/day/200.png,10.3,16.6,80,E,1021.0,30.15,0.0,0.0,96,100,8.8,47.9,9.0,5.0,3.0,11.8,19.0
Savja,Uppsala Lan,Sweden,59.83,17.68,Europe/Stockholm,1699818791,2023-11-12 20:53,1699818300,2023-11-12 20:45,2.0,35.6,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,11.9,19.1,340,NNW,1006.0,29.71,0.0,0.0,100,100,-1.7,28.9,10.0,6.0,1.0,12.1,19.4
Sjobo,Kalmar Lan,Sweden,56.85,16.07,Europe/Stockholm,1699818792,2023-11-12 20:53,1699818300,2023-11-12 20:45,3.0,37.4,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,4.3,6.8,310,NW,1007.0,29.74,0.0,0.0,100,100,1.7,35.0,10.0,6.0,1.0,5.0,8.0
Skara,Vastra Gotaland,Sweden,58.37,13.42,Europe/Stockholm,1699818790,2023-11-12 20:53,1699818300,2023-11-12 20:45,4.0,39.2,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,5.6,9.0,50,NE,1008.0,29.77,0.0,0.0,93,100,1.5,34.8,10.0,6.0,1.0,9.4,15.1
Skelleftea,Vasterbottens Lan,Sweden,64.77,20.95,Europe/Stockholm,1699818791,2023-11-12 20:53,1699818300,2023-11-12 20:45,-4.0,24.8,0,Light snow,//cdn.weatherapi.com/weather/64x64/night/326.png,10.5,16.9,360,N,1014.0,29.94,0.03,0.0,100,100,-9.9,14.2,2.5,1.0,1.0,16.0,25.7
Skoghall,Varmlands Lan,Sweden,59.33,13.43,Europe/Stockholm,1699818792,2023-11-12 20:53,1699818300,2023-11-12 20:45,0.0,32.0,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,8.1,13.0,360,N,1009.0,29.8,0.0,0.0,93,100,-4.6,23.7,10.0,6.0,1.0,13.9,22.4
Skovde,Vastra Gotaland,Sweden,58.4,13.85,Europe/Stockholm,1699818791,2023-11-12 20:53,1699818300,2023-11-12 20:45,0.6,33.1,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,3.8,6.1,5,N,1009.0,29.8,0.0,0.0,95,37,-1.4,29.5,2.0,1.0,1.0,6.2,10.0
Soderhamn,Gavleborgs Lan,Sweden,61.3,17.05,Europe/Stockholm,1699818791,2023-11-12 20:53,1699818300,2023-11-12 20:45,1.2,34.1,0,Moderate snow,//cdn.weatherapi.com/weather/64x64/night/332.png,11.0,17.6,341,NNW,1009.0,29.8,0.13,0.01,97,100,-3.4,25.8,5.0,3.0,1.0,14.9,24.0
Sodertalje,Stockholms Lan,Sweden,59.2,17.62,Europe/Stockholm,1699818791,2023-11-12 20:53,1699818300,2023-11-12 20:45,3.0,37.4,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,10.5,16.9,320,NW,1006.0,29.71,0.08,0.0,100,75,-1.0,30.3,10.0,6.0,1.0,14.5,23.3
Solleftea,Vasternorrlands Lan,Sweden,63.17,17.27,Europe/Stockholm,1699818792,2023-11-12 20:53,1699818300,2023-11-12 20:45,-1.0,30.2,0,Light snow,//cdn.weatherapi.com/weather/64x64/night/326.png,9.4,15.1,330,NNW,1012.0,29.88,0.59,0.02,86,0,-4.9,23.2,4.1,2.0,1.0,8.9,14.3
Staffanstorp,Skane Lan,Sweden,55.63,13.22,Europe/Stockholm,1699818748,2023-11-12 20:52,1699818300,2023-11-12 20:45,5.0,41.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.3,6.8,90,E,1006.0,29.71,0.17,0.01,87,0,2.3,36.1,10.0,6.0,1.0,11.3,18.3
Stenungsund,Vastra Gotaland,Sweden,58.08,11.82,Europe/Stockholm,1699818791,2023-11-12 20:53,1699818300,2023-11-12 20:45,5.0,41.0,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,6.9,11.2,50,NE,1008.0,29.77,0.0,0.0,93,100,1.9,35.4,10.0,6.0,1.0,12.7,20.4
Stockholm,Stockholms Lan,Sweden,59.33,18.05,Europe/Stockholm,1699818791,2023-11-12 20:53,1699818300,2023-11-12 20:45,3.0,37.4,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,10.5,16.9,320,NW,1006.0,29.71,0.05,0.0,100,75,-0.7,30.8,10.0,6.0,1.0,12.8,20.6
Strangnas,Sodermanlands Lan,Sweden,59.38,17.03,Europe/Stockholm,1699818792,2023-11-12 20:53,1699818300,2023-11-12 20:45,2.0,35.6,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,11.9,19.1,350,N,1008.0,29.77,0.01,0.0,87,100,-2.0,28.3,10.0,6.0,1.0,13.3,21.4
Sundsvall,Vasternorrlands Lan,Sweden,62.38,17.3,Europe/Stockholm,1699818791,2023-11-12 20:53,1699818300,2023-11-12 20:45,-1.0,30.2,0,Light snow,//cdn.weatherapi.com/weather/64x64/night/326.png,12.5,20.2,330,NNW,1011.0,29.85,0.55,0.02,93,0,-5.1,22.9,3.3,2.0,1.0,12.5,20.1
Sunne,Varmlands Lan,Sweden,59.83,13.15,Europe/Stockholm,1699818792,2023-11-12 20:53,1699818300,2023-11-12 20:45,0.0,32.0,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,8.1,13.0,360,N,1009.0,29.8,0.0,0.0,93,100,-3.2,26.2,10.0,6.0,1.0,8.9,14.3
Svedala,Skane Lan,Sweden,55.5,13.23,Europe/Stockholm,1699818792,2023-11-12 20:53,1699818300,2023-11-12 20:45,5.0,41.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.3,6.8,90,E,1006.0,29.71,0.16,0.01,87,0,2.4,36.4,10.0,6.0,1.0,11.6,18.6
Taby,Stockholms Lan,Sweden,59.5,18.05,Europe/Stockholm,1699818792,2023-11-12 20:53,1699818300,2023-11-12 20:45,3.0,37.4,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,10.5,16.9,320,NW,1006.0,29.71,0.01,0.0,100,75,-0.7,30.8,10.0,6.0,1.0,12.9,20.7
Tibro,Balochistan,Pakistan,27.63,66.16,Asia/Karachi,1699818793,2023-11-13 0:53,1699818300,2023-11-13 00:45,13.4,56.1,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,5.1,8.3,293,WNW,1020.0,30.11,0.0,0.0,24,0,12.9,55.3,10.0,6.0,1.0,10.8,17.4
Timra,Vasternorrlands Lan,Sweden,62.48,17.31,Europe/Stockholm,1699818793,2023-11-12 20:53,1699818300,2023-11-12 20:45,-1.0,30.2,0,Light snow,//cdn.weatherapi.com/weather/64x64/night/326.png,12.5,20.2,330,NNW,1011.0,29.85,0.6,0.02,93,0,-5.5,22.2,3.3,2.0,1.0,11.9,19.2
Tranas,Jonkopings Lan,Sweden,58.05,14.98,Europe/Stockholm,1699818793,2023-11-12 20:53,1699818300,2023-11-12 20:45,1.0,33.8,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,5.6,9.0,340,NNW,1008.0,29.77,0.0,0.0,93,100,-2.0,28.5,10.0,6.0,1.0,7.7,12.4
Trelleborg,Skane Lan,Sweden,55.37,13.17,Europe/Stockholm,1699818793,2023-11-12 20:53,1699818300,2023-11-12 20:45,5.0,41.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.3,6.8,90,E,1006.0,29.71,0.0,0.0,87,0,2.0,35.5,10.0,6.0,1.0,12.4,20.0
Trollhattan,Vastra Gotaland,Sweden,58.27,12.3,Europe/Stockholm,1699818793,2023-11-12 20:53,1699818300,2023-11-12 20:45,4.0,39.2,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,6.9,11.2,50,NE,1008.0,29.77,0.0,0.0,87,100,0.9,33.7,10.0,6.0,1.0,11.1,17.9
Tullinge,Stockholms Lan,Sweden,59.2,17.88,Europe/Stockholm,1699818793,2023-11-12 20:53,1699818300,2023-11-12 20:45,3.0,37.4,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,10.5,16.9,320,NW,1006.0,29.71,0.09,0.0,100,75,-0.9,30.4,10.0,6.0,1.0,14.3,23.0
Tumba,Stockholms Lan,Sweden,59.2,17.82,Europe/Stockholm,1699818750,2023-11-12 20:52,1699818300,2023-11-12 20:45,3.0,37.4,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,10.5,16.9,320,NW,1006.0,29.71,0.09,0.0,100,75,-0.9,30.4,10.0,6.0,1.0,14.3,23.0
Uddevalla,Vastra Gotaland,Sweden,58.37,11.93,Europe/Stockholm,1699818750,2023-11-12 20:52,1699818300,2023-11-12 20:45,4.0,39.2,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,6.9,11.2,50,NE,1008.0,29.77,0.0,0.0,87,100,1.4,34.5,10.0,6.0,1.0,9.4,15.2
Ulricehamn,Vastra Gotaland,Sweden,57.78,13.42,Europe/Stockholm,1699818793,2023-11-12 20:53,1699818300,2023-11-12 20:45,3.0,37.4,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,6.9,11.2,40,NE,1007.0,29.74,0.0,0.0,100,100,1.5,34.7,10.0,6.0,1.0,5.6,9.0
Umea,Vasterbottens Lan,Sweden,63.83,20.25,Europe/Stockholm,1699818793,2023-11-12 20:53,1699818300,2023-11-12 20:45,-2.0,28.4,0,Light snow,//cdn.weatherapi.com/weather/64x64/night/326.png,10.5,16.9,360,N,1012.0,29.88,0.17,0.01,93,60,-8.4,17.0,2.1,1.0,1.0,21.2,34.1
Upplands-Vasby,Stockholms Lan,Sweden,59.52,17.9,Europe/Stockholm,1699818793,2023-11-12 20:53,1699818300,2023-11-12 20:45,3.0,37.4,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,10.5,16.9,320,NW,1006.0,29.71,0.02,0.0,100,75,-0.7,30.7,10.0,6.0,1.0,13.1,21.1
Uppsala,Stockholms Lan,Sweden,59.87,17.63,Europe/Stockholm,1699818794,2023-11-12 20:53,1699818300,2023-11-12 20:45,2.0,35.6,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,11.9,19.1,340,NNW,1006.0,29.71,0.0,0.0,100,100,-1.7,28.9,10.0,6.0,1.0,11.9,19.1
Uppsala,Stockholms Lan,Sweden,59.87,17.63,Europe/Stockholm,1699818794,2023-11-12 20:53,1699818300,2023-11-12 20:45,2.0,35.6,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,11.9,19.1,340,NNW,1006.0,29.71,0.0,0.0,100,100,-1.7,28.9,10.0,6.0,1.0,11.9,19.1
Vallentuna,Stockholms Lan,Sweden,59.53,18.08,Europe/Stockholm,1699818794,2023-11-12 20:53,1699818300,2023-11-12 20:45,1.0,33.8,0,Light rain,//cdn.weatherapi.com/weather/64x64/night/296.png,11.9,19.1,320,NW,1005.0,29.68,0.01,0.0,100,100,-3.1,26.3,2.3,1.0,1.0,12.9,20.7
Vanersborg,Vastra Gotaland,Sweden,58.37,12.32,Europe/Stockholm,1699818793,2023-11-12 20:53,1699818300,2023-11-12 20:45,4.0,39.2,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,6.9,11.2,50,NE,1008.0,29.77,0.0,0.0,87,100,0.9,33.7,10.0,6.0,1.0,11.1,17.9
Varberg,Hallands Lan,Sweden,57.1,12.25,Europe/Stockholm,1699818794,2023-11-12 20:53,1699818300,2023-11-12 20:45,4.0,39.2,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,2.2,3.6,10,N,1007.0,29.74,0.0,0.0,100,75,1.3,34.3,9.0,5.0,1.0,11.3,18.2
Vasteras,Vastmanlands Lan,Sweden,59.62,16.55,Europe/Stockholm,1699818794,2023-11-12 20:53,1699818300,2023-11-12 20:45,2.0,35.6,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,11.9,19.1,350,N,1008.0,29.77,0.01,0.0,87,100,-1.5,29.3,10.0,6.0,1.0,11.0,17.7
Vasterhaninge,Stockholms Lan,Sweden,59.12,18.1,Europe/Stockholm,1699818794,2023-11-12 20:53,1699818300,2023-11-12 20:45,3.0,37.4,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,10.5,16.9,320,NW,1006.0,29.71,0.06,0.0,100,75,-0.6,30.9,10.0,6.0,1.0,12.6,20.3
Vastervik,Kalmar Lan,Sweden,57.75,16.63,Europe/Stockholm,1699818795,2023-11-12 20:53,1699818300,2023-11-12 20:45,3.0,37.5,0,Cloudy,//cdn.weatherapi.com/weather/64x64/night/119.png,10.5,16.9,325,NW,1007.0,29.75,0.0,0.0,85,65,-1.0,30.2,10.0,6.0,1.0,15.2,24.5
Vaxjo,Kronobergs Lan,Sweden,56.88,14.82,Europe/Stockholm,1699818795,2023-11-12 20:53,1699818300,2023-11-12 20:45,4.0,39.2,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,2.2,3.6,10,N,1006.0,29.71,0.0,0.0,100,100,2.9,37.3,10.0,6.0,1.0,4.6,7.4
Vetlanda,Jonkopings Lan,Sweden,57.43,15.07,Europe/Stockholm,1699818794,2023-11-12 20:53,1699818300,2023-11-12 20:45,3.0,37.4,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,2.2,3.6,10,N,1007.0,29.74,0.0,0.0,100,100,1.0,33.8,10.0,6.0,1.0,6.1,9.8
Vimmerby,Kalmar Lan,Sweden,57.67,15.85,Europe/Stockholm,1699818795,2023-11-12 20:53,1699818300,2023-11-12 20:45,2.4,36.3,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,6.5,10.4,344,NNW,1008.0,29.76,0.0,0.0,84,96,-0.6,30.9,10.0,6.0,1.0,9.2,14.9
Visby,Gotlands Lan,Sweden,57.63,18.3,Europe/Stockholm,1699818794,2023-11-12 20:53,1699818300,2023-11-12 20:45,5.0,41.0,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,15.0,24.1,340,NNW,1005.0,29.68,0.01,0.0,87,100,0.3,32.5,10.0,6.0,1.0,22.9,36.8
Ystad,Skane Lan,Sweden,55.42,13.82,Europe/Stockholm,1699818796,2023-11-12 20:53,1699818300,2023-11-12 20:45,5.0,41.0,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.3,6.8,90,E,1006.0,29.71,0.5,0.02,87,0,3.5,38.2,10.0,6.0,1.0,6.6,10.6
